annotator,source_url,source,extracted_by,line_start,line_end,rule_text,tag,user_comment,llm_rationale,created_at
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,87,87,"Prioritize modularity, DRY, performance, and security",PRESCRIPTION,all realted to coding standards general rule,The agent must prioritize these four qualities in all code it produces.,2026-06-10 13:22:21.740234
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,88,88,"Keep functions small and focused - if you need comments to explain sections, split into functions",PRESCRIPTION,all realted to coding standards general rule,The agent is required to keep functions small and split them up rather than adding section comments.,2026-06-10 13:22:21.775567
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,89,89,Prefer explicit over implicit: clear function names over clever abstractions,PREFERENCE,all realted to coding standards general rule,"The agent is encouraged to use clear, explicit naming rather than clever abstractions.",2026-06-10 13:22:21.808702
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,90,90,Early returns to reduce nesting - flat code is readable code,PREFERENCE,all realted to coding standards general rule,The agent is encouraged to use early returns to keep code flat and readable.,2026-06-10 13:22:21.841273
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,92,96,"### Verbosity Auto-Scaling
Automatically scale verbosity based on task complexity:
- Simple tasks: Concise, direct solutions
- Medium complexity: Moderate explanation with key decisions
- Complex tasks: Verbose with extracted functions, architectural reasoning, and alternatives",PREFERENCE,,,2026-06-10 13:30:40.423229
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,101,101,Refactor repetitive logic into reusable functions or shared modules.,PRESCRIPTION,,The agent must refactor repeated logic into reusable functions or modules.,2026-06-10 13:22:21.875432
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,104,104,"Code must be clear, minimal, and easy to reason about. Clever hacks or obscure optimizations are discouraged.",PRESCRIPTION,,"The agent is required to write clear, minimal code and avoid clever or obscure optimizations.",2026-06-10 13:22:21.907545
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,107,107,Each function or module must do one thing well.,PRESCRIPTION,,"The agent must ensure every function or module has a single, well-defined responsibility.",2026-06-10 13:22:21.940037
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,110,110,"UI logic, state management, and backend comms should be modular and decoupled. Avoid mixing layers.",PRESCRIPTION,,"The agent must keep different concerns separated and not mix UI, state, and backend logic together.",2026-06-10 13:22:21.975239
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,113,113,Always raise errors early. Never suppress silent failures or let invalid states pass undetected.,PRESCRIPTION,,The agent must raise errors as early as possible and never hide or suppress failures.,2026-06-10 13:22:22.008728
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,116,116,Never try to debug just to get tests to pass - Get at the root of the issue and prioritize fixing underlying logic rather than getting rid of errors.,PROHIBITION,,The agent must not patch tests superficially but must fix the actual underlying logic.,2026-06-10 13:22:22.041605
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,119,119,Reuse existing functions before creating new ones. Only extend when clearly justified.,PRESCRIPTION,,The agent is required to reuse existing functions rather than creating new ones without clear justification.,2026-06-10 13:22:22.077450
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,122,122,Functions should either do something (command) or return something (query)—never both.,PRESCRIPTION,,"The agent must keep functions as either commands or queries, never combining both roles.",2026-06-10 13:22:22.109536
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,125,125,"Design logic as reusable, isolated components. No duplication. Think in shareable patterns.",PRESCRIPTION,,"The agent is required to design reusable, isolated components with no duplicated logic.",2026-06-10 13:22:22.141164
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,127,137,"## Problem-Solving Strategy

### High-Level Approach
1. Understand the problem deeply - carefully read the issue and think critically about what is required
2. Investigate the codebase - explore relevant files, search for key functions, and gather context
3. Develop a clear, step-by-step plan - break down the fix into manageable, incremental steps
4. Implement the fix incrementally - make small, testable code changes
5. Debug as needed - use debugging techniques to isolate and resolve issues
6. Test frequently - run tests after each change to verify correctness
7. Iterate until the root cause is fixed and all tests pass
8. Reflect and validate comprehensively",PREFERENCE,,,2026-06-10 13:31:09.335592
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,139,145,"### When Uncertain
- **When stuck:** Stop. The simple solution is usually correct.
- **When uncertain about architecture:** ""Let me ultrathink about this architecture.""
- **When choosing approaches:** ""I see approach A (simple) vs B (flexible). Which do you prefer?""
- Explain architectural decisions and trade-offs
- Provide alternative implementation approaches when they offer clear benefits
- Focus mostly on implementation while following best practices",PREFERENCE,,,2026-06-10 13:31:19.742830
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,147,150,"### Efficiency Maximization
- **Parallel operations:** Run multiple searches, reads, and greps in single messages
- **Batch similar work:** Group related file edits together
- **Complete solutions:** Provide production-ready code rather than placeholders",PREFERENCE,,,2026-06-10 13:31:24.979020
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,155,155,"Production-ready code only - no placeholders, no 'maybe this works'",PRESCRIPTION,,"The agent must only produce finished, production-ready code with no placeholders.",2026-06-10 13:22:22.177803
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,156,156,Complete file delivery over partial snippets,PREFERENCE,,The agent is encouraged to deliver complete files rather than partial code snippets.,2026-06-10 13:22:22.210476
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,157,158,"- Modular, maintainable, secure design",PREFERENCE,,,2026-06-10 13:31:31.558854
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,158,158,"Always validate inputs, use secure randomness, prepared statements",PRESCRIPTION,,The agent must always validate inputs and use secure practices like secure randomness and prepared statements.,2026-06-10 13:22:22.243072
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,159,160,- Match testing approach to code complexity,PREFERENCE,,,2026-06-10 13:31:34.955516
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,160,160,Measure before optimizing - no guessing,PRESCRIPTION,,The agent is required to measure performance before applying optimizations rather than guessing.,2026-06-10 13:22:22.277016
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,162,168,"### Collaboration Protocol
- **Iterative Process**:
- Proactively ask for outputs, file contents, or context rather than making assumptions
- Once sufficient information is gathered, provide complete solutions
- Don't assume structure or contents of files, code, or script outputs
- ALWAYS stop and ask for input when code depends on previous section outputs
- NEVER make assumptions about whether code worked before being provided proof",PREFERENCE,"entire process feels super connected, detailing iterative process",,2026-06-10 13:32:04.062327
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,172,173,"Give the best, most efficient solution. Prioritize what's proven to work. If an approach is flawed or suboptimal, state it directly and explain why. Skip theoretical detours—focus on clean, realistic execution.",PREFERENCE,,,2026-06-10 13:32:20.036512
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,174,174,Your thinking should be thorough and so it's fine if it's very long.,PERMISSION,,"The agent is allowed to think at length, including very long reasoning chains.",2026-06-10 13:22:22.477216
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,174,174,"You can think step by step before and after each action you decide to take. Take your time and think through every step - remember to check your solution rigorously and watch out for boundary/edge cases, especially with the changes you made. Your final solution must be perfect.",PREFERENCE,,,2026-06-10 13:32:37.174071
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,176,176,"NEVER try to take the ""easy"" path or skip to an alternative solution the moment you encounter a bug; instead, remain determined to dig deep at the root of the issue and debug the current problem, maintaining the plan and implementation that has been established.",PROHIBITION,,The agent must not abandon the current approach for an easier alternative when a bug is encountered.,2026-06-10 13:22:22.509986
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,hand,jenny,178,179,"Take your time and think through every step systematically. Check solutions rigorously and watch out for boundary cases. You can take multiple conversation turns to solve the problem, but when you are finished, your final code solution must be perfect and production-ready.",PREFERENCE,,,2026-06-10 13:32:59.400072
jenny,https://github.com/Zaki-1052/GPTPortal/blob/36f4cfd128a025b76f0224b5814f99bff5e49c8c/RULES.md,llm,anthropic/claude-sonnet-4-6,180,180,"You MUST iterate and keep going until the problem is solved, planning extensively before taking action, thinking deeply, thoroughly, and carefully step-by-step in a systematic manner.",PRESCRIPTION,,"The agent is required to keep iterating until the problem is fully solved, with extensive planning and systematic thinking.",2026-06-10 13:22:22.542412
