annotator,kind,source_url,source,extracted_by,line_start,line_end,rule_text,tag,user_comment,llm_rationale,created_at
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,28,28,"Before writing new code which establishes a new pattern, dev practice, minor architecture solution, algorithm, or UI technique, proactively search the repo for existing patterns, utilities, or implementations that solve a similar problem.",PRESCRIPTION,,"It requires searching the repo before writing new code, so it's prescriptive.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,30,38,"**Align with the established approach for:**
- State management (e.g., Redux Toolkit, Zustand, Recoil, Context)
- Data fetching/caching (e.g., React Query, SWR, custom API client)
- HTTP layer (e.g., fetch wrapper, Axios instance, interceptors)
- Form management (e.g., React Hook Form, Formik)
- Styling (e.g., CSS Modules, Tailwind, styled-components)
- Error handling and notifications
- File/folder structure, naming conventions, barrel exports, and index placement
- Testing libraries and patterns (e.g., Vitest/Jest, Testing Library)",PREFERENCE,"A list of preference, requires knowledge in the codebase to align (what to align with)",,2026-06-09 13:56:51.467598
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,30,38,"**Align with the established approach for:**
- State management (e.g., Redux Toolkit, Zustand, Recoil, Context)
- Data fetching/caching (e.g., React Query, SWR, custom API client)
- HTTP layer (e.g., fetch wrapper, Axios instance, interceptors)
- Form management (e.g., React Hook Form, Formik)
- Styling (e.g., CSS Modules, Tailwind, styled-components)
- Error handling and notifications
- File/folder structure, naming conventions, barrel exports, and index placement
- Testing libraries and patterns (e.g., Vitest/Jest, Testing Library)",PREFERENCE,,"It tells you how to align with existing approaches, a how-to preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,40,40,"**Do not introduce parallel patterns, dual sources of truth, or divergent frameworks** without explicit instruction.",PROHIBITION,but vague,,2026-06-09 13:58:04.735560
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,40,40,"If a new pattern seems necessary, propose it first with a short ADR draft in docs/adr (include context, options considered, decision, consequences).",PREFERENCE,,,2026-06-09 13:58:24.817326
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,40,40,"If a new pattern seems necessary, propose it first with a short ADR draft in docs/adr (include context, options considered, decision, consequences).",PREFERENCE,,"It recommends how to handle a needed new pattern, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,40,40,"**Do not introduce parallel patterns, dual sources of truth, or divergent frameworks** without explicit instruction.",PROHIBITION,,It forbids introducing parallel patterns without instruction.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,43,43,"Scan the codebase (components, hooks, services/api, utils, lib) and package.json to infer patterns",PRESCRIPTION,,,2026-06-09 13:59:26.356988
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,43,43,"Scan the codebase (components, hooks, services/api, utils, lib) and package.json to infer patterns",PRESCRIPTION,,It's a required checklist step to scan the codebase.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,44,44,Summarize the chosen existing pattern before coding,,Enforcement axis would be useful,,2026-06-09 13:59:40.367868
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,44,44,Summarize the chosen existing pattern before coding,,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,45,45,"If conflicts are found, prefer refactoring toward the dominant repo pattern",PREFERENCE,,,2026-06-09 14:00:36.855568
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,45,45,"If conflicts are found, prefer refactoring toward the dominant repo pattern",PREFERENCE,,"It uses 'prefer', indicating a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,47,48,"### 2) Minimal-comment policy (rate 1–10; only write if ≥ 8)
Before adding any comment, ask: **""On a scale of 1–10, how necessary is a comment here for future readers to understand, maintain, or safely modify this code?""**",PREFERENCE,,,2026-06-09 19:13:51.037067
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,47,48,"### 2) Minimal-comment policy (rate 1–10; only write if ≥ 8)
Before adding any comment, ask: **""On a scale of 1–10, how necessary is a comment here for future readers to understand, maintain, or safely modify this code?""**",PREFERENCE,,"It guides how to evaluate comments, a how-to preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,50,51,"**If the answer is less than 8, do not add the comment.**",PRESCRIPTION,,,2026-06-09 19:27:06.184187
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,50,50,"**If the answer is less than 8, do not add the comment.**",PRESCRIPTION,,"It mandates not adding the comment below threshold, a firm directive.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,52,53,"Prefer self-explanatory code: descriptive names, small functions, strong TypeScript types, and tests over comments.",PREFERENCE,,,2026-06-09 19:26:56.066395
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,52,52,"Prefer self-explanatory code: descriptive names, small functions, strong TypeScript types, and tests over comments.",PREFERENCE,,"It uses 'prefer', a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,54,59,"**Acceptable comments (when necessity ≥ 8):**
- Non-obvious invariants, edge-case constraints, or cross-cutting concerns
- Security, performance, or concurrency footguns
- Links to ADRs, design docs, or external contracts that impact behavior
- Public API TSDoc for exported, stable APIs (keep succinct)
- TODO statements should not be created but also should not be removed without explicit instruciton",PREFERENCE,,,2026-06-09 19:27:57.698953
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,54,59,"**Acceptable comments (when necessity ≥ 8):**
- Non-obvious invariants, edge-case constraints, or cross-cutting concerns
- Security, performance, or concurrency footguns
- Links to ADRs, design docs, or external contracts that impact behavior
- Public API TSDoc for exported, stable APIs (keep succinct)
- TODO statements should not be created but also should not be removed without explicit instruciton",PREFERENCE,,"It describes which comments are acceptable, a how-to guidance.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,61,61,**Never leave commented-out code.**,PROHIBITION,,,2026-06-09 19:29:10.981532
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,61,61,Remove it or gate it behind feature flags if essential.,PREFERENCE,Two suggested actions,,2026-06-09 19:29:20.430503
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,61,61,Remove it or gate it behind feature flags if essential.,PREFERENCE,,"It offers options for handling the code, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,61,61,**Never leave commented-out code.**,PROHIBITION,,"It bars leaving commented-out code, a prohibition.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,64,64,**At task start:** confirm you will follow these rules,PRESCRIPTION,What rules??,,2026-06-09 19:36:46.722851
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,64,64,"Explicitly list detected patterns relevant to the task (state, data fetching, HTTP, styling, tests)",PRESCRIPTION,,,2026-06-09 19:37:00.405013
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,64,64,"Explicitly list detected patterns relevant to the task (state, data fetching, HTTP, styling, tests)",PRESCRIPTION,,"It requires explicitly listing detected patterns, a must.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,64,64,**At task start:** confirm you will follow these rules,PRESCRIPTION,,It requires confirming you'll follow the rules at task start.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,65,65,**Before writing a new module/component:** show which existing pattern or module you will align with and where it lives,,Gives obligation but vague,,2026-06-09 19:37:14.472371
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,65,65,**Before writing a new module/component:** show which existing pattern or module you will align with and where it lives,,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,66,66,"**After implementing:** ensure formatting, linting, and tests run with the repo's existing toolchain. Use the existing package manager (detect via lockfile)",PRESCRIPTION,,,2026-06-09 19:40:06.635542
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,66,66,"**After implementing:** ensure formatting, linting, and tests run with the repo's existing toolchain. Use the existing package manager (detect via lockfile)",PRESCRIPTION,,It requires running tooling and using the existing package manager.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,67,67,**If uncertainty remains:** ask for clarification before proceeding,PREFERENCE,,,2026-06-09 19:40:17.401672
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,67,67,**If uncertainty remains:** ask for clarification before proceeding,PREFERENCE,,"It advises asking for clarification, a soft how-to step.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,70,71,"- Respect existing toolchain and scripts from package.json (package manager, lint/test commands)",PREFERENCE,,,2026-06-09 19:54:52.437901
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,70,70,"- Respect existing toolchain and scripts from package.json (package manager, lint/test commands)",PREFERENCE,,"It guides respecting existing toolchain, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,71,72,- Keep dependencies consistent. Avoid adding new libs unless required and approved,PREFERENCE,,,2026-06-09 19:54:55.635821
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,71,71,- Keep dependencies consistent. Avoid adding new libs unless required and approved,PREFERENCE,,"It advises keeping deps consistent and avoiding new libs, a preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,72,73,"- Prefer colocated tests alongside modules, matching the repo's current convention",PREFERENCE,,,2026-06-09 19:54:58.685412
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,72,72,"- Prefer colocated tests alongside modules, matching the repo's current convention",PREFERENCE,,"It uses 'prefer', a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,74,75,"**🚨 NEVER DISABLE LINTING, COMPILATION, OR TYPE ERRORS 🚨**",PROHIBITION,,,2026-06-09 19:55:08.169932
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,74,74,"**🚨 NEVER DISABLE LINTING, COMPILATION, OR TYPE ERRORS 🚨**",PROHIBITION,,"It says never disable these, a clear prohibition.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,76,76,"**CRITICAL RULE:** Do not use eslint-disable, @ts-ignore, @ts-expect-error, or similar pragmas to bypass linting or type errors.",PROHIBITION,,,2026-06-09 19:55:41.003790
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,76,76,"**CRITICAL RULE:** Do not use eslint-disable, @ts-ignore, @ts-expect-error, or similar pragmas to bypass linting or type errors.",PROHIBITION,,"It forbids using those pragmas, a prohibition.",2026-06-15 15:06:35.800200
Wenyu,context,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,76,76,These hide problems rather than solve them.,,,"It explains why the pragmas are banned, just background reasoning.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,78,79,"**When encountering lint/type errors:**
1. **FIX THE ROOT CAUSE** - Refactor code to satisfy the rule properly",PRESCRIPTION,,,2026-06-09 19:55:57.835831
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,78,79,"**When encountering lint/type errors:**
1. **FIX THE ROOT CAUSE** - Refactor code to satisfy the rule properly",PRESCRIPTION,,"It directs fixing the root cause, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,80,81,2. **RESTRUCTURE** - Modify the code structure to avoid the issue,PRESCRIPTION,,,2026-06-09 19:56:03.818938
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,80,80,2. **RESTRUCTURE** - Modify the code structure to avoid the issue,PRESCRIPTION,,"It directs restructuring the code, a required step.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,81,82,"3. **CONFIGURE** - If the rule is genuinely inappropriate, update the config file (eslint.config.js, tsconfig.json) with proper justification",PERMISSION,,,2026-06-09 19:56:12.352410
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,81,81,"3. **CONFIGURE** - If the rule is genuinely inappropriate, update the config file (eslint.config.js, tsconfig.json) with proper justification",PERMISSION,,"It allows updating config only if the rule is inappropriate, a conditional permission.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,83,87,"**Examples of proper fixes:**
- ❌ `// eslint-disable-next-line react-refresh/only-export-components`
- ✅ Move test utilities to separate config that disables the rule for test files
- ✅ Replace `export *` with explicit named exports
- ✅ Capture ref values in effect scope to satisfy exhaustive-deps",PREFERENCE,,,2026-06-09 20:05:34.376054
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,83,87,"**Examples of proper fixes:**
- ❌ `// eslint-disable-next-line react-refresh/only-export-components`
- ✅ Move test utilities to separate config that disables the rule for test files
- ✅ Replace `export *` with explicit named exports
- ✅ Capture ref values in effect scope to satisfy exhaustive-deps",PREFERENCE,,"It illustrates preferred fix approaches, a how-to guide.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,89,89,**Only exception:** Generated code or third-party dependencies that cannot be modified.,PERMISSION,,,2026-06-09 19:59:52.572733
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,89,89,"Even then, isolate with targeted config changes, not inline disables.",PRESCRIPTION,,,2026-06-09 20:00:05.522781
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,89,89,"Even then, isolate with targeted config changes, not inline disables.",PRESCRIPTION,,It mandates isolating with config changes rather than inline disables.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,89,89,**Only exception:** Generated code or third-party dependencies that cannot be modified.,PERMISSION,,It carves out an exception that permits otherwise prohibited behavior.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,92,92,*ALWAYS prefer the simplest solution that meets the specification,PREFERENCE,,,2026-06-09 20:07:11.952186
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,92,92,"When implementing features or refactoring, actively reduce complexity rather than add it.",PRESCRIPTION,,,2026-06-09 20:07:28.574044
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,92,92,*ALWAYS prefer the simplest solution that meets the specification,PREFERENCE,,"It uses 'prefer', a soft preference even though emphatic.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,92,92,"When implementing features or refactoring, actively reduce complexity rather than add it.",PRESCRIPTION,,"It directs actively reducing complexity, a required behavior.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,94,94,"**Core principle:** Lower complexity is a primary goal, second only to meeting the specification requirements.",PREFERENCE,,,2026-06-09 20:08:22.885072
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,94,94,"**Core principle:** Lower complexity is a primary goal, second only to meeting the specification requirements.",PREFERENCE,,"It states a guiding principle about complexity, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,97,98,"- Choose the solution with fewest moving parts, abstractions, or layers",PRESCRIPTION,,,2026-06-09 20:08:50.523640
